Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
207881,0.98,0.86,-5.5,-5.7,174,0.00,0.00,8.7,-12.01,66.7,1.000,7.6,5.1,77,0.89,26.44,116.36,1788,17.4,0.82,0.78,21.6,17.3,25.5,0.0
207984,0.95,0.85,-4.3,-4.8,174,0.00,0.00,8.0,-12.01,66.7,1.000,8.2,5.4,77,0.94,28.57,138.64,1819,17.4,0.82,0.78,31.0,19.2,24.5,89.8
208085,0.92,0.87,-3.1,-2.9,174,0.00,0.00,7.6,-12.01,66.7,1.000,9.0,5.9,77,1.05,32.07,168.44,1827,17.4,0.82,0.78,60.0,22.7,22.5,89.8
208188,0.92,0.86,-1.6,-1.7,174,0.00,0.00,7.2,-12.01,66.7,1.000,9.9,6.4,77,1.24,38.31,206.04,1858,18.0,1.68,2.08,90.2,33.3,20.5,89.8
208291,0.95,0.86,-0.4,1.4,174,0.00,0.00,8.3,-12.01,66.7,1.000,11.5,7.4,77,1.30,40.38,247.50,1868,18.0,3.16,3.22,96.9,85.1,17.5,89.8
208391,0.91,0.86,0.9,6.9,174,0.00,0.00,-0.0,-11.28,66.7,1.000,11.3,7.2,77,1.32,41.47,286.03,1887,18.6,3.48,3.50,100.0,100.0,16.5,89.8
208495,0.88,0.85,1.2,7.9,174,0.00,0.00,-0.0,-10.60,66.7,1.000,11.8,7.2,77,1.29,42.23,328.48,1966,18.6,3.64,3.66,100.0,100.0,16.5,89.8
208596,0.94,0.88,1.5,8.2,174,0.00,0.00,-0.0,-10.25,66.7,1.000,12.6,7.7,77,1.34,43.79,348.54,1963,19.3,3.64,3.66,100.0,100.0,15.5,89.8
208697,0.95,0.88,1.9,8.3,174,0.00,0.00,-0.0,-9.62,66.7,1.000,12.7,7.7,77,1.44,47.49,349.93,1975,19.3,3.66,3.64,100.0,100.0,15.0,89.8
208800,0.95,0.88,2.3,8.5,174,0.00,0.00,-0.0,-9.33,100.0,1.000,13.5,7.9,77,1.47,50.26,349.92,2049,19.3,3.64,3.64,100.0,100.0,14.5,89.8
208903,0.93,0.88,2.6,8.5,174,0.00,0.00,-0.0,-8.74,100.0,1.000,14.8,8.4,77,1.49,52.37,350.00,2108,19.9,3.64,3.66,100.0,100.0,14.0,82.0
209005,0.91,0.88,3.1,9.8,174,0.00,0.00,-0.0,-8.50,100.0,1.000,15.7,8.7,77,1.48,53.64,350.00,2171,20.5,3.64,3.66,100.0,100.0,13.5,78.8
209107,0.89,0.88,3.5,10.4,174,0.00,0.00,-0.0,-7.96,100.0,1.000,16.5,9.2,77,1.60,57.36,350.00,2152,21.1,3.66,3.66,100.0,100.0,13.5,78.4
209207,0.87,0.86,4.0,10.8,174,0.00,0.00,-0.0,-7.47,100.0,1.000,16.4,9.2,77,1.61,57.22,350.00,2137,21.1,3.66,3.66,100.0,100.0,12.5,79.2
209309,0.85,0.88,4.4,10.3,174,0.00,0.00,-0.0,-7.28,100.0,1.000,17.0,9.2,77,1.64,60.60,350.00,2223,21.1,3.66,3.66,100.0,100.0,12.0,74.5
209412,0.85,0.88,4.8,11.1,174,0.00,0.00,-0.0,-6.84,100.0,1.000,17.8,9.5,77,1.71,64.30,350.00,2250,21.7,3.66,3.66,100.0,100.0,11.0,71.4
209514,0.85,0.87,5.3,11.5,174,0.00,0.00,-0.0,-6.59,100.0,1.000,19.1,10.0,77,1.70,65.04,350.00,2295,22.4,3.66,3.66,100.0,100.0,10.0,71.0
209615,0.84,0.85,5.7,11.7,174,0.00,0.00,-0.0,-6.20,100.0,1.000,20.4,10.5,77,1.80,69.95,350.00,2331,22.4,3.66,3.66,100.0,100.0,10.0,65.1
209716,0.83,0.83,6.3,12.4,174,0.00,0.00,-0.0,-5.81,100.0,1.000,22.4,11.3,77,1.86,73.78,350.00,2383,23.0,3.66,3.66,100.0,100.0,8.5,60.0
209819,0.79,0.81,6.9,13.3,174,0.00,0.00,-0.0,-5.66,100.0,1.000,24.4,11.8,77,1.89,78.05,350.00,2483,23.6,3.66,3.66,100.0,100.0,9.0,58.8
209923,0.76,0.81,7.4,13.5,174,0.00,0.00,-0.0,-5.27,100.0,1.000,27.7,13.1,77,2.05,86.58,350.00,2534,24.2,3.66,3.66,100.0,100.0,8.5,58.0
210023,0.76,0.77,8.2,13.5,174,0.00,0.00,-0.0,-5.13,100.0,1.000,28.8,13.3,77,2.06,89.55,350.00,2603,24.9,3.66,3.66,100.0,100.0,8.5,57.3
210126,0.76,0.76,9.1,13.5,174,0.00,0.00,-0.0,-4.83,100.0,1.000,32.4,14.6,77,2.14,95.17,350.00,2667,25.5,3.66,3.66,100.0,100.0,8.0,56.1
210228,0.76,0.77,2.5,13.5,174,0.00,0.00,-0.0,-4.54,100.0,1.000,35.1,15.4,77,2.25,102.49,350.00,2734,26.1,3.66,3.66,100.0,100.0,8.0,54.9
210328,0.76,0.72,10.9,13.5,174,0.00,0.00,-0.0,-4.39,100.0,1.000,39.3,16.9,77,2.36,109.82,350.00,2793,27.3,3.66,3.66,100.0,100.0,6.5,54.1
210431,0.76,0.72,12.0,13.5,174,0.00,0.00,-0.0,-4.10,100.0,1.000,43.3,17.9,77,2.46,118.95,350.00,2900,28.0,3.64,3.66,100.0,100.0,5.5,51.0
210532,0.76,0.71,13.1,13.5,174,0.00,0.00,-0.0,-4.00,100.0,1.000,45.6,18.4,77,2.55,126.69,350.00,2976,28.6,3.64,3.66,100.0,100.0,4.0,49.8
210635,0.76,0.73,13.9,13.5,174,0.00,0.00,-0.0,-3.76,100.0,1.000,48.1,18.9,77,2.59,131.93,350.00,3053,29.2,3.64,3.66,100.0,100.0,5.0,48.2
210738,0.76,0.73,14.3,13.5,174,0.00,0.00,-0.0,-3.52,100.0,1.000,49.2,18.9,77,2.60,135.09,350.00,3122,30.4,3.66,3.66,100.0,100.0,4.5,47.8
210841,0.76,0.73,14.2,13.5,174,0.00,0.00,-0.0,-3.42,100.0,1.000,50.3,18.7,77,2.58,138.77,350.00,3226,31.1,3.66,3.66,100.0,100.0,5.0,47.1
210943,0.76,0.74,14.1,13.5,174,0.00,0.00,-0.0,-3.22,100.0,1.000,50.6,18.4,77,2.56,140.77,350.00,3297,31.7,3.66,3.66,100.0,100.0,6.0,47.5
211043,0.76,0.74,13.6,13.5,174,0.00,0.00,-0.0,-3.13,100.0,1.000,50.2,17.9,77,2.53,141.95,350.00,3365,32.3,3.66,3.66,100.0,100.0,6.5,47.8
211144,0.76,0.74,13.3,13.5,174,0.00,0.00,-0.0,-2.93,100.0,1.000,51.3,17.7,77,2.50,144.89,350.00,3478,33.6,3.66,3.66,100.0,100.0,8.0,49.0
211247,0.76,0.74,13.0,13.5,174,0.00,0.00,-0.0,-2.73,100.0,1.000,51.3,17.4,77,2.52,148.49,350.00,3538,34.2,3.66,3.66,100.0,100.0,9.5,49.8
211349,0.76,0.74,13.0,13.5,174,0.00,0.00,-0.0,-2.64,100.0,1.000,53.0,17.4,77,2.48,151.22,350.00,3655,34.8,3.66,3.66,100.0,100.0,10.0,50.6
211453,0.76,0.75,12.8,13.5,174,0.00,0.00,-0.0,-2.49,100.0,1.000,53.7,17.4,77,2.52,155.65,350.00,3703,36.0,3.66,3.66,100.0,100.0,11.0,50.6
211555,0.76,0.75,12.9,13.4,174,0.00,0.00,-0.0,-2.39,100.0,1.000,55.3,17.4,77,2.52,160.08,350.00,3816,36.7,3.66,3.66,100.0,100.0,11.0,50.6
211657,0.76,0.75,13.1,13.3,174,0.00,0.00,-0.0,-2.25,100.0,1.000,57.2,17.7,77,2.55,164.55,350.00,3875,37.9,3.66,3.66,100.0,100.0,12.0,49.8
211757,0.76,0.75,13.3,13.2,174,0.00,0.00,-0.0,-2.15,100.0,1.000,58.6,17.7,77,2.54,168.60,350.00,3975,38.5,3.66,3.66,100.0,100.0,12.0,49.0
211859,0.76,0.75,13.3,13.0,174,0.00,0.00,-0.0,-2.05,100.0,1.000,60.9,17.9,77,2.55,173.70,350.00,4083,39.1,3.66,3.66,100.0,100.0,13.0,48.6
211960,0.76,0.75,13.2,12.9,174,0.00,0.00,-0.0,0.00,100.0,1.000,62.9,18.2,77,2.53,174.72,350.00,4144,39.8,3.66,3.66,100.0,100.0,12.0,48.2
212062,0.76,0.75,13.1,12.8,174,0.00,0.00,-0.0,0.00,100.0,1.000,63.5,17.9,77,2.52,178.80,350.00,4257,41.0,3.64,3.64,100.0,100.0,12.5,48.6
212166,0.76,0.75,12.6,12.7,174,0.00,0.00,-0.0,0.00,100.0,1.000,63.8,17.9,75,2.55,181.96,350.00,4278,41.6,3.64,3.66,100.0,100.0,12.5,49.4
212266,0.76,0.75,12.4,12.6,174,0.00,0.00,-0.0,0.00,100.0,1.000,66.1,17.9,75,2.51,185.24,350.00,4431,42.3,3.64,3.66,100.0,100.0,11.5,49.8
212369,0.76,0.75,12.1,12.5,174,0.00,0.00,-0.0,0.00,100.0,1.000,66.6,17.9,75,2.55,189.99,350.00,4465,43.5,3.66,3.66,100.0,100.0,12.5,52.2
212472,0.76,0.75,12.1,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,68.0,17.9,75,2.53,192.54,350.00,4558,44.1,3.66,3.66,100.0,100.0,13.0,52.5
212573,0.76,0.75,12.0,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,68.9,17.7,75,2.54,197.71,350.00,4670,44.7,3.66,3.66,100.0,100.0,14.0,54.9
212675,0.76,0.75,12.1,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,69.8,17.7,75,2.54,200.37,350.00,4732,46.0,3.66,3.66,100.0,100.0,14.5,56.5
212778,0.76,0.75,12.2,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,70.0,17.4,75,2.54,204.70,350.00,4827,46.6,3.66,3.66,100.0,100.0,15.5,57.6
212879,0.76,0.75,12.2,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,71.1,17.4,75,2.53,206.66,350.00,4901,47.2,3.66,3.66,100.0,100.0,15.5,58.8
212979,0.76,0.75,12.3,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,71.7,17.4,75,2.54,209.02,350.00,4946,47.8,3.66,3.66,100.0,100.0,16.0,58.8
213083,0.76,0.75,12.4,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,73.6,17.4,75,2.53,213.73,350.00,5073,49.1,3.66,3.66,100.0,100.0,16.0,59.6
213185,0.76,0.75,12.1,12.6,176,0.00,0.00,-0.0,0.00,100.0,1.000,73.1,17.2,75,2.52,214.12,350.00,5098,49.7,3.66,3.66,100.0,100.0,16.0,60.0
213287,0.76,0.75,12.0,12.6,176,0.00,0.00,-0.0,0.00,100.0,1.000,74.5,17.2,75,2.47,213.73,350.00,5199,50.3,3.66,3.66,100.0,100.0,16.5,60.4
213388,0.76,0.75,11.8,12.7,176,0.00,0.00,-0.0,0.00,100.0,1.000,74.1,16.9,75,2.47,216.51,350.00,5258,51.0,3.66,3.66,100.0,100.0,16.5,61.2
213490,0.76,0.75,11.5,12.7,176,0.00,0.00,-0.0,0.00,100.0,1.000,75.1,16.9,75,2.44,216.51,350.00,5331,52.2,3.66,3.66,100.0,100.0,16.5,62.4
213592,0.76,0.75,11.3,12.8,176,0.00,0.00,-0.0,0.00,100.0,1.000,74.9,16.6,75,2.40,216.90,350.00,5418,52.8,3.66,3.64,100.0,100.0,17.0,63.5
213695,0.76,0.75,11.1,12.8,176,0.00,0.00,-0.0,0.00,100.0,1.000,76.3,16.6,75,2.38,218.99,350.00,5516,53.4,3.64,3.66,100.0,100.0,17.5,65.5
213799,0.76,0.75,11.0,12.9,176,0.00,0.00,-0.0,0.00,100.0,1.000,75.9,16.4,75,2.37,219.41,350.00,5552,54.1,3.64,3.66,100.0,100.0,17.0,65.9
213899,0.76,0.75,10.9,12.9,176,0.00,0.00,-0.0,0.00,100.0,1.000,77.3,16.4,75,2.34,221.10,350.00,5658,54.7,3.64,3.66,100.0,100.0,17.5,65.9
214000,0.76,0.75,10.8,12.9,176,0.00,0.00,-0.0,0.00,100.0,1.000,76.4,16.1,75,2.33,221.52,350.00,5693,55.3,3.66,3.66,100.0,100.0,17.5,65.5
214103,0.76,0.75,10.4,12.7,176,0.00,0.00,-0.0,0.00,100.0,1.000,77.3,16.1,75,2.32,222.37,350.00,5762,55.9,3.66,3.66,100.0,100.0,18.0,64.7
214203,0.76,0.75,10.3,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,77.8,15.9,75,2.29,224.06,350.00,5874,56.5,3.66,3.66,100.0,100.0,18.5,63.5
214309,0.76,0.75,10.1,12.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,78.3,15.9,75,2.27,223.21,350.00,5906,57.2,3.66,3.66,100.0,100.0,18.5,60.8
214408,0.76,0.75,39.5,12.2,176,0.00,0.00,-0.0,0.00,100.0,1.000,77.6,15.6,75,2.24,222.79,350.00,5968,58.4,3.66,3.66,100.0,100.0,19.0,59.6
214511,0.76,0.75,9.7,12.1,176,0.00,0.00,-0.0,0.00,100.0,1.000,78.4,15.6,75,2.23,224.48,349.04,6034,58.4,3.66,3.66,100.0,100.0,19.5,58.4
214612,0.76,0.75,9.6,11.9,176,0.00,0.00,-0.0,0.00,100.0,1.000,78.8,15.4,75,2.21,225.75,348.32,6142,59.7,3.66,3.66,100.0,100.0,20.0,58.4
214715,0.76,0.75,9.4,11.9,176,0.00,0.00,-0.0,0.00,100.0,1.000,78.8,15.4,75,2.21,225.75,347.10,6137,60.3,3.66,3.66,100.0,100.0,20.0,58.4
214816,0.76,0.75,9.2,11.8,176,0.00,0.00,-0.0,0.00,100.0,1.000,78.9,15.1,75,2.13,222.79,345.38,6272,60.9,3.66,3.66,100.0,100.0,20.5,58.8
214918,0.76,0.75,9.1,11.6,176,0.00,0.00,-0.0,0.00,100.0,1.000,79.0,15.1,75,2.14,224.06,344.81,6277,60.9,3.66,3.66,100.0,100.0,21.0,58.8
215021,0.76,0.75,8.9,11.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,78.2,14.8,75,2.11,222.79,343.52,6339,61.5,3.66,3.66,100.0,100.0,21.5,58.4
215123,0.76,0.75,8.8,11.3,176,0.00,0.00,-0.0,0.00,100.0,1.000,79.1,14.8,75,2.08,222.37,238.99,6410,62.1,3.66,3.66,100.0,100.0,22.0,54.9
215226,0.76,0.75,8.5,11.3,176,0.00,0.00,-0.0,0.00,100.0,1.000,78.3,14.6,75,2.08,223.21,114.70,6436,62.8,3.66,3.64,100.0,43.5,24.5,23.1
215329,0.76,0.90,5.2,1.3,176,0.00,0.00,-0.0,0.00,100.0,1.000,45.4,8.4,75,1.62,175.40,116.47,6485,63.4,3.66,3.64,100.0,30.2,30.0,0.0
215429,0.76,1.04,1.5,-2.9,176,0.00,0.00,-0.0,0.00,100.0,1.000,51.4,9.5,75,1.21,131.03,57.00,6493,63.4,3.64,3.66,100.0,27.1,34.0,0.0
215531,0.76,0.82,-1.6,-4.2,176,0.00,0.00,-0.0,0.00,100.0,1.000,37.6,6.9,75,0.91,99.17,57.00,6533,64.0,3.64,3.66,100.0,26.7,38.0,0.0
215636,0.76,0.80,-4.0,-5.7,176,0.00,0.00,-0.0,0.00,100.0,1.000,32.2,5.9,75,0.80,86.91,56.70,6551,64.0,3.66,3.66,74.5,27.1,40.5,0.0
215734,0.76,0.81,-5.3,-5.7,176,0.00,0.00,-0.0,0.00,100.0,1.000,26.8,4.9,75,0.71,77.05,0.00,6553,64.0,3.66,3.66,0.0,15.7,-6.0,0.0
215839,0.76,0.95,-9.0,-9.4,176,0.00,0.00,-0.0,0.00,66.7,1.000,13.5,2.6,75,0.24,24.50,0.00,6232,64.0,3.66,3.66,0.0,13.3,0.5,0.0
215939,0.78,0.93,-10.2,-10.1,176,0.00,0.00,-0.0,-0.73,33.3,1.000,9.0,1.8,75,0.20,20.51,0.00,6028,64.0,3.66,3.66,0.0,12.5,3.5,0.0
216041,0.83,0.94,-11.2,-10.2,176,0.00,0.00,-0.0,-1.07,33.3,1.000,8.7,1.8,75,0.20,19.53,0.00,5803,64.0,3.66,3.66,0.0,12.5,4.0,0.0
216145,0.77,0.94,-11.5,-10.3,176,0.00,0.00,-0.0,-1.76,33.3,1.000,8.3,1.8,75,0.19,17.54,0.00,5549,64.0,3.66,3.66,0.0,12.2,4.0,0.0
216246,0.78,0.94,-11.4,-10.5,176,0.00,0.00,-0.0,-2.39,33.3,1.000,8.0,1.8,75,0.20,17.96,0.00,5363,64.0,3.66,3.66,0.0,12.5,4.0,0.0
216348,0.79,0.94,-11.5,-10.7,176,0.00,0.00,-0.0,-2.69,33.3,1.000,7.7,1.8,75,0.22,18.96,0.00,5160,64.0,3.66,3.66,0.0,12.9,3.0,0.0
216451,0.80,0.94,-11.3,-10.9,176,0.00,0.00,-0.0,-3.22,33.3,1.000,8.2,2.0,75,0.25,20.18,0.00,4940,64.0,3.66,3.66,0.0,13.3,2.0,0.0
216555,0.82,0.93,-11.2,-10.9,176,0.00,0.00,-0.0,-3.52,33.3,1.000,8.0,2.0,75,0.27,21.18,0.00,4781,64.0,3.66,3.66,0.0,13.7,1.0,0.0
216656,0.84,0.93,-11.1,-10.8,176,0.00,0.00,-0.0,-4.00,33.3,1.000,7.7,2.0,75,0.27,20.67,0.00,4636,63.4,3.66,3.66,0.0,13.7,24.0,0.0
216758,0.85,0.93,-11.1,-10.8,176,0.00,0.00,-0.0,-4.49,33.3,1.000,7.6,2.0,75,0.26,19.94,0.00,4538,63.4,3.66,3.64,0.0,13.3,24.0,0.0
216861,0.84,0.93,-11.1,-10.7,176,0.00,0.00,-0.0,-4.74,33.3,1.000,7.5,2.0,75,0.26,19.77,0.00,4490,63.4,3.64,3.64,0.0,13.3,24.0,0.0
216961,0.84,0.93,-11.1,-10.6,176,0.00,0.00,-0.0,-5.18,33.3,1.000,7.3,2.0,75,0.27,19.53,0.00,4364,63.4,3.64,3.64,0.0,13.3,24.0,0.0
217065,0.84,0.93,-11.1,-10.6,177,0.00,0.00,-0.0,-5.42,33.3,1.000,7.0,2.0,75,0.27,19.20,2.24,4223,63.4,3.64,3.66,3.9,12.9,27.0,0.0
217164,0.86,0.93,-10.9,-10.5,177,0.00,0.00,-0.4,-5.81,33.3,1.000,6.6,2.0,75,0.29,19.20,6.52,3938,63.4,3.66,3.66,4.7,13.7,31.5,0.0
217267,0.88,0.93,-10.3,-10.4,177,0.00,0.00,-1.8,-6.20,33.3,1.000,6.8,2.3,75,0.34,20.18,6.64,3547,63.4,3.66,3.66,4.7,13.7,35.5,0.0
217371,0.89,0.92,-9.7,-10.2,177,0.00,0.00,-2.3,-6.35,33.3,1.000,7.0,2.6,75,0.38,20.22,6.40,3228,63.4,3.66,3.66,4.3,13.3,40.0,0.0
217472,0.89,0.92,-9.3,-10.3,177,0.00,0.00,-4.1,-6.69,33.3,1.000,6.9,2.6,75,0.34,18.10,7.53,3189,63.4,3.66,3.66,4.7,12.9,44.5,0.0
217575,0.89,0.92,-9.3,-10.2,177,0.00,0.00,-5.1,-6.88,33.3,1.000,7.1,2.6,75,0.33,18.38,7.33,3297,63.4,3.66,3.66,4.3,12.9,45.0,0.0
217676,0.91,0.92,-9.3,-10.2,177,0.00,0.00,-4.7,-7.18,33.3,1.000,7.0,2.6,75,0.32,17.08,5.30,3232,63.4,3.66,3.66,3.9,12.2,45.0,0.0
217779,0.92,0.92,-9.6,-10.2,177,0.00,0.00,-4.3,-7.47,33.3,1.000,6.2,2.3,75,0.30,16.03,4.36,3210,63.4,3.66,3.66,4.3,11.8,45.0,0.0
217881,0.91,0.92,-9.8,-10.3,177,0.00,0.00,-4.9,-7.62,33.3,1.000,6.2,2.3,75,0.30,15.89,6.38,3227,63.4,3.66,3.66,4.3,11.8,45.0,0.0
217983,0.90,0.93,-9.9,-10.2,177,0.00,0.00,-6.8,-7.86,33.3,1.000,5.4,2.0,75,0.28,15.07,5.99,3255,62.8,3.66,3.66,4.3,11.8,45.0,0.0
218084,0.91,0.93,-10.0,-10.2,177,0.00,0.00,-6.9,-8.01,33.3,1.000,5.3,2.0,75,0.28,14.80,6.44,3203,62.8,3.66,3.66,4.3,11.0,45.0,0.0
218185,0.91,0.93,-10.2,-10.2,177,0.00,0.00,-6.8,-8.25,33.3,1.000,5.3,2.0,75,0.26,13.82,7.56,3209,62.8,3.66,3.66,4.3,11.0,45.0,0.0
218288,0.91,0.93,-10.3,-10.2,177,0.00,0.00,-8.2,-8.50,33.3,1.000,5.4,2.0,75,0.26,13.71,7.45,3214,62.8,3.66,3.66,4.7,11.0,45.0,0.0
218390,0.90,0.94,-10.3,-10.2,177,0.00,0.00,-8.9,-8.59,33.3,1.000,5.4,2.0,75,0.26,13.88,7.50,3214,62.8,3.66,3.64,4.7,11.0,45.0,0.0
218492,0.91,0.94,-10.3,-10.2,177,0.00,0.00,-9.6,-8.79,33.3,1.000,5.3,2.0,75,0.26,13.84,7.54,3197,62.8,3.64,3.64,4.7,11.0,45.0,0.0
218594,0.92,0.94,-10.3,-10.2,177,0.00,0.00,-9.3,-8.89,33.3,1.000,5.3,2.0,75,0.25,13.39,7.48,3198,62.8,3.64,3.64,4.7,10.6,45.0,0.0
218696,0.93,0.94,-10.4,-10.2,177,0.00,0.00,-8.8,-9.08,33.3,1.000,4.8,1.8,75,0.25,13.22,6.48,3209,62.1,3.64,3.66,4.3,10.6,45.0,0.0
218800,0.92,0.95,-10.5,-10.2,177,0.00,0.00,-6.7,-9.28,33.3,1.000,4.8,1.8,75,0.24,12.83,4.26,3167,62.1,3.66,3.66,3.5,10.2,45.0,0.0
218901,0.91,0.95,-10.6,-10.2,177,0.00,0.00,-10.7,-9.33,33.3,1.000,4.8,1.8,75,0.18,9.77,2.21,3176,62.1,3.66,3.66,2.4,9.8,45.0,0.0
219002,0.91,0.95,-10.8,-10.4,177,0.00,0.00,-11.5,-9.28,33.3,1.000,4.0,1.5,75,0.17,9.25,2.17,3175,62.1,3.66,3.66,2.4,9.4,45.0,0.0
219104,0.91,0.94,-10.9,-10.4,177,0.00,0.00,-11.7,-9.18,33.3,1.000,4.0,1.5,75,0.17,9.02,2.65,3174,62.1,3.66,3.66,3.1,9.4,45.0,0.0
219206,0.92,0.94,-11.0,-10.4,177,0.00,0.00,-11.5,-8.94,33.3,1.000,4.0,1.5,75,0.17,8.94,3.18,3185,62.1,3.66,3.66,3.5,9.8,45.0,0.0
219308,0.94,0.93,-11.0,-10.4,177,0.00,0.00,-10.4,-8.74,33.3,1.000,3.9,1.5,75,0.18,9.36,4.42,3151,62.1,3.66,3.66,3.9,9.8,45.0,0.0
219412,0.96,0.93,-11.0,-10.3,177,0.00,0.00,-9.3,-8.59,33.3,1.000,4.0,1.5,75,0.19,10.28,5.54,3166,61.5,3.66,3.66,4.3,10.2,45.0,0.0
219514,0.98,0.93,-10.9,-10.2,177,0.00,0.00,-7.0,-8.84,33.3,1.000,4.7,1.8,75,0.20,10.70,5.52,3138,61.5,3.66,3.66,4.3,10.2,45.0,0.0
219616,0.98,0.93,-10.8,-10.2,177,0.00,0.00,-6.4,-8.94,33.3,1.000,4.7,1.8,75,0.21,11.11,6.59,3133,61.5,3.66,3.66,4.3,10.2,45.0,0.0
219718,0.98,0.93,-10.8,-10.2,177,0.00,0.00,-5.7,-9.08,33.3,1.000,4.7,1.8,75,0.20,10.59,6.59,3145,61.5,3.66,3.66,4.3,10.2,45.0,0.0
219817,0.96,0.93,-10.7,-10.2,177,0.00,0.00,-5.5,-9.18,33.3,1.000,4.7,1.8,75,0.22,11.33,6.67,3124,61.5,3.66,3.66,4.3,10.2,45.0,0.0
219920,0.95,0.93,-10.7,-10.2,177,0.00,0.00,-5.7,-9.38,33.3,1.000,4.7,1.8,75,0.23,11.78,6.63,3115,60.9,3.66,3.66,4.3,10.2,45.0,0.0
220022,0.94,0.93,-10.7,-10.2,177,0.00,0.00,-5.5,-9.52,33.3,1.000,4.7,1.8,75,0.22,11.26,7.70,3133,60.9,3.66,3.64,4.7,10.2,45.0,0.0
220124,0.94,0.93,-10.7,-10.1,179,0.00,0.00,-5.3,-9.62,33.3,1.000,4.7,1.8,75,0.22,11.29,7.75,3114,60.9,3.64,3.64,4.7,10.6,45.0,0.0
220226,0.94,0.93,-10.6,-10.1,179,0.00,0.00,-5.2,-9.77,33.3,1.000,4.6,1.8,75,0.25,12.66,7.73,3099,60.9,3.64,3.64,4.3,10.6,45.0,0.0
220327,0.94,0.93,-10.6,-10.1,179,0.00,0.00,-5.0,-9.81,33.3,1.000,5.2,2.0,75,0.25,12.87,6.75,3117,60.9,3.64,3.66,4.3,10.6,45.0,0.0
220431,0.94,0.93,-10.5,-10.1,179,0.00,0.00,-4.9,-9.96,33.3,1.000,4.7,1.8,75,0.23,11.87,7.77,3125,60.9,3.66,3.66,4.7,10.6,45.0,0.0
220532,0.92,0.93,-10.6,-10.1,179,0.00,0.00,-6.0,-12.01,33.3,1.000,4.6,1.8,75,0.22,11.56,7.81,3088,60.9,3.66,3.66,4.7,10.2,45.0,0.0
220636,0.91,0.93,-10.6,-10.1,179,0.00,0.00,-6.6,-12.01,33.3,1.000,4.6,1.8,75,0.23,11.87,7.79,3081,60.3,3.66,3.66,4.7,10.2,45.0,0.0
220737,0.92,0.94,-10.6,-10.1,179,0.00,0.00,-6.3,-12.01,33.3,1.000,4.6,1.8,75,0.22,11.55,6.81,3094,60.3,3.66,3.66,4.3,10.6,45.0,0.0
220839,0.94,0.95,-10.6,-10.1,179,0.00,0.00,-5.7,-12.01,33.3,1.000,4.6,1.8,75,0.22,11.53,6.42,3090,60.3,3.66,3.66,4.3,10.2,44.5,0.0
220940,0.94,0.95,-10.6,-10.2,179,0.00,0.00,-5.4,-12.01,33.3,1.000,4.6,1.8,75,0.20,10.47,6.83,3066,60.3,3.12,3.16,4.3,10.2,43.0,0.0
221043,0.95,0.95,-10.7,-10.2,179,0.00,0.00,-5.0,-12.01,33.3,1.000,4.6,1.8,75,0.21,10.93,5.97,3068,60.3,2.32,2.30,4.3,10.2,41.5,0.0
221145,0.94,0.94,-10.7,-10.2,179,0.00,0.00,-5.0,-12.01,33.3,1.000,4.6,1.8,75,0.21,10.59,5.79,3083,60.3,1.50,1.36,4.3,10.2,40.0,0.0
221249,0.95,0.94,-10.8,-10.2,179,0.00,0.00,-4.6,-12.01,33.3,1.000,4.6,1.8,75,0.19,9.97,4.73,3083,60.3,0.84,0.80,3.9,9.8,38.5,0.0
221349,0.95,0.94,-10.9,-10.3,179,0.00,0.00,-4.4,-12.01,33.3,1.000,3.8,1.5,75,0.18,9.36,3.71,3050,59.7,0.82,0.78,3.5,9.8,37.0,0.0
221452,0.95,0.94,-11.0,-10.3,179,0.00,0.00,-4.0,-11.67,33.3,1.000,3.8,1.5,75,0.17,8.85,3.46,3053,59.7,0.82,0.78,3.5,9.4,36.0,0.0
221552,0.94,0.94,-11.0,-10.3,179,0.00,0.00,-3.9,-11.28,33.3,1.000,3.8,1.5,75,0.18,9.06,3.27,3062,59.7,0.82,0.78,3.1,9.8,34.5,0.0
221657,0.95,0.94,-11.1,-10.3,179,0.00,0.00,-3.6,-11.13,33.3,1.000,3.8,1.5,75,0.18,8.94,3.35,3059,59.7,0.82,0.78,3.1,9.4,33.0,0.0
221756,0.95,0.94,-11.1,-10.3,179,0.00,0.00,-2.8,-10.74,33.3,1.000,3.8,1.5,75,0.18,9.15,3.38,3050,59.7,0.82,0.78,3.1,9.8,32.0,0.0
